x,label
-4.0,0
-3.991991991991992,0
-3.983983983983984,0
-3.975975975975976,0
-3.967967967967968,0
-3.95995995995996,0
-3.951951951951952,0
-3.943943943943944,0
-3.935935935935936,0
-3.9279279279279278,0
-3.91991991991992,0
-3.911911911911912,0
-3.903903903903904,0
-3.895895895895896,0
-3.8878878878878878,0
-3.87987987987988,0
-3.871871871871872,0
-3.863863863863864,0
-3.855855855855856,0
-3.8478478478478477,0
-3.83983983983984,0
-3.831831831831832,0
-3.823823823823824,0
-3.815815815815816,0
-3.8078078078078077,0
-3.7997997997998,0
-3.7917917917917916,0
-3.7837837837837838,0
-3.775775775775776,0
-3.7677677677677677,0
-3.75975975975976,0
-3.7517517517517516,0
-3.7437437437437437,0
-3.735735735735736,0
-3.7277277277277276,0
-3.71971971971972,0
-3.7117117117117115,0
-3.7037037037037037,0
-3.6956956956956954,0
-3.6876876876876876,0
-3.67967967967968,0
-3.6716716716716715,0
-3.6636636636636637,0
-3.6556556556556554,0
-3.6476476476476476,0
-3.6396396396396398,0
-3.6316316316316315,0
-3.6236236236236237,0
-3.6156156156156154,0
-3.6076076076076076,0
-3.5995995995995997,0
-3.5915915915915915,0
-3.5835835835835836,0
-3.5755755755755754,0
-3.5675675675675675,0
-3.5595595595595597,0
-3.5515515515515514,0
-3.5435435435435436,0
-3.5355355355355353,0
-3.5275275275275275,0
-3.5195195195195197,0
-3.5115115115115114,0
-3.5035035035035036,0
-3.4954954954954953,0
-3.4874874874874875,0
-3.4794794794794797,0
-3.4714714714714714,0
-3.4634634634634636,0
-3.4554554554554553,0
-3.4474474474474475,0
-3.4394394394394396,0
-3.4314314314314314,0
-3.4234234234234235,0
-3.4154154154154153,0
-3.4074074074074074,0
-3.3993993993993996,0
-3.3913913913913913,0
-3.3833833833833835,0
-3.3753753753753752,0
-3.3673673673673674,0
-3.3593593593593596,0
-3.3513513513513513,0
-3.3433433433433435,0
-3.335335335335335,0
-3.3273273273273274,0
-3.3193193193193196,0
-3.3113113113113113,0
-3.3033033033033035,0
-3.295295295295295,0
-3.2872872872872874,0
-3.2792792792792795,0
-3.2712712712712713,0
-3.263263263263263,0
-3.255255255255255,0
-3.2472472472472473,0
-3.2392392392392395,0
-3.2312312312312312,0
-3.223223223223223,0
-3.215215215215215,0
-3.2072072072072073,0
-3.1991991991991995,0
-3.191191191191191,0
-3.183183183183183,0
-3.175175175175175,0
-3.1671671671671673,0
-3.159159159159159,0
-3.151151151151151,0
-3.143143143143143,0
-3.135135135135135,0
-3.1271271271271273,0
-3.119119119119119,0
-3.111111111111111,0
-3.103103103103103,0
-3.095095095095095,0
-3.0870870870870872,0
-3.079079079079079,0
-3.071071071071071,0
-3.063063063063063,0
-3.055055055055055,0
-3.047047047047047,0
-3.039039039039039,0
-3.031031031031031,0
