x,label
-4.0,0
-3.9991999199919994,0
-3.9983998399839984,0
-3.997599759975998,0
-3.996799679967997,0
-3.995999599959996,0
-3.995199519951995,0
-3.9943994399439946,0
-3.9935993599359936,0
-3.992799279927993,0
-3.991999199919992,0
-3.9911991199119914,0
-3.9903990399039904,0
-3.98959895989599,0
-3.9887988798879888,0
-3.987998799879988,0
-3.987198719871987,0
-3.9863986398639866,0
-3.9855985598559855,0
-3.984798479847985,0
-3.983998399839984,0
-3.9831983198319834,0
-3.9823982398239823,0
-3.9815981598159818,0
-3.9807980798079807,0
-3.97999799979998,0
-3.979197919791979,0
-3.9783978397839785,0
-3.9775977597759775,0
-3.976797679767977,0
-3.975997599759976,0
-3.9751975197519753,0
-3.9743974397439743,0
-3.9735973597359737,0
-3.9727972797279727,0
-3.971997199719972,0
-3.971197119711971,0
-3.9703970397039705,0
-3.9695969596959695,0
-3.968796879687969,0
-3.967996799679968,0
-3.9671967196719673,0
-3.9663966396639663,0
-3.9655965596559657,0
-3.9647964796479647,0
-3.963996399639964,0
-3.963196319631963,0
-3.9623962396239625,0
-3.9615961596159615,0
-3.960796079607961,0
-3.95999599959996,0
-3.9591959195919593,0
-3.9583958395839582,0
-3.9575957595759577,0
-3.9567956795679566,0
-3.955995599559956,0
-3.955195519551955,0
-3.9543954395439544,0
-3.9535953595359534,0
-3.952795279527953,0
-3.951995199519952,0
-3.9511951195119512,0
-3.95039503950395,0
-3.9495949594959496,0
-3.9487948794879486,0
-3.947994799479948,0
-3.947194719471947,0
-3.9463946394639464,0
-3.9455945594559454,0
-3.944794479447945,0
-3.943994399439944,0
-3.943194319431943,0
-3.942394239423942,0
-3.9415941594159416,0
-3.9407940794079406,0
-3.93999399939994,0
-3.939193919391939,0
-3.9383938393839384,0
-3.937593759375938,0
-3.936793679367937,0
-3.935993599359936,0
-3.935193519351935,0
-3.9343934393439346,0
-3.9335933593359336,0
-3.932793279327933,0
-3.931993199319932,0
-3.9311931193119314,0
-3.9303930393039304,0
-3.9295929592959298,0
-3.9287928792879288,0
-3.927992799279928,0
-3.927192719271927,0
-3.9263926392639266,0
-3.9255925592559255,0
-3.924792479247925,0
-3.923992399239924,0
-3.9231923192319234,0
-3.9223922392239223,0
-3.9215921592159217,0
-3.9207920792079207,0
-3.91999199919992,0
-3.919191919191919,0
-3.9183918391839185,0
-3.9175917591759175,0
-3.916791679167917,0
-3.915991599159916,0
-3.9151915191519153,0
-3.9143914391439143,0
-3.9135913591359137,0
-3.9127912791279127,0
-3.911991199119912,0
-3.911191119111911,0
-3.9103910391039105,0
-3.9095909590959095,0
-3.908790879087909,0
-3.907990799079908,0
-3.9071907190719073,0
-3.9063906390639063,0
-3.9055905590559057,0
-3.9047904790479047,0
-3.903990399039904,0
-3.903190319031903,0
-3.9023902390239025,0
-3.9015901590159014,0
-3.900790079007901,0
-3.8999899989999,0
-3.8991899189918993,0
-3.8983898389838982,0
-3.8975897589758977,0
-3.8967896789678966,0
-3.895989598959896,0
-3.895189518951895,0
-3.8943894389438944,0
-3.8935893589358934,0
-3.892789278927893,0
-3.891989198919892,0
-3.8911891189118912,0
-3.89038903890389,0
-3.8895889588958896,0
-3.8887888788878886,0
-3.887988798879888,0
-3.887188718871887,0
-3.8863886388638864,0
-3.8855885588558854,0
-3.884788478847885,0
-3.883988398839884,0
-3.883188318831883,0
-3.882388238823882,0
-3.8815881588158816,0
-3.8807880788078806,0
-3.87998799879988,0
-3.879187918791879,0
-3.8783878387838784,0
-3.877587758775878,0
-3.8767876787678768,0
-3.875987598759876,0
-3.875187518751875,0
-3.8743874387438746,0
-3.8735873587358736,0
-3.872787278727873,0
-3.871987198719872,0
-3.8711871187118714,0
-3.8703870387038704,0
-3.8695869586958698,0
-3.8687868786878687,0
-3.867986798679868,0
-3.867186718671867,0
-3.8663866386638666,0
-3.8655865586558655,0
-3.864786478647865,0
-3.863986398639864,0
-3.8631863186318633,0
-3.8623862386238623,0
-3.8615861586158617,0
-3.8607860786078607,0
-3.85998599859986,0
-3.859185918591859,0
-3.8583858385838585,0
-3.8575857585758575,0
-3.856785678567857,0
-3.855985598559856,0
-3.8551855185518553,0
-3.8543854385438543,0
-3.8535853585358537,0
-3.8527852785278527,0
-3.851985198519852,0
-3.851185118511851,0
-3.8503850385038505,0
-3.8495849584958495,0
-3.848784878487849,0
-3.847984798479848,0
-3.8471847184718473,0
-3.8463846384638463,0
-3.8455845584558457,0
-3.8447844784478447,0
-3.843984398439844,0
-3.843184318431843,0
-3.8423842384238425,0
-3.8415841584158414,0
-3.840784078407841,0
-3.83998399839984,0
-3.8391839183918393,0
-3.8383838383838382,0
-3.8375837583758377,0
-3.8367836783678366,0
-3.835983598359836,0
-3.835183518351835,0
-3.8343834383438344,0
-3.8335833583358334,0
-3.832783278327833,0
-3.831983198319832,0
-3.8311831183118312,0
-3.83038303830383,0
-3.8295829582958296,0
-3.8287828782878286,0
-3.827982798279828,0
-3.827182718271827,0
-3.8263826382638264,0
-3.8255825582558254,0
-3.824782478247825,0
-3.8239823982398238,0
-3.823182318231823,0
-3.822382238223822,0
-3.8215821582158216,0
-3.820782078207821,0
-3.81998199819982,0
-3.819181918191819,1
-3.8183818381838184,0
-3.817581758175818,0
-3.8167816781678168,0
-3.8159815981598157,0
-3.815181518151815,0
-3.8143814381438146,0
-3.8135813581358136,0
-3.812781278127813,0
-3.811981198119812,0
-3.8111811181118114,0
-3.8103810381038103,0
-3.8095809580958098,0
-3.8087808780878087,0
-3.807980798079808,0
-3.807180718071807,0
-3.8063806380638066,0
-3.8055805580558055,0
-3.804780478047805,0
-3.803980398039804,0
-3.8031803180318033,0
-3.8023802380238023,0
-3.8015801580158017,0
-3.8007800780078007,0
-3.7999799979998,0
-3.799179917991799,0
-3.7983798379837985,0
-3.7975797579757975,0
-3.796779677967797,0
-3.795979597959796,0
-3.7951795179517953,0
-3.7943794379437943,0
-3.7935793579357937,0
-3.7927792779277927,0
-3.791979197919792,0
-3.791179117911791,0
-3.7903790379037905,0
-3.7895789578957895,0
-3.788778877887789,0
-3.787978797879788,0
-3.7871787178717873,0
-3.7863786378637863,0
-3.7855785578557857,0
-3.7847784778477847,0
-3.783978397839784,0
-3.783178317831783,0
-3.7823782378237825,0
-3.7815781578157814,0
-3.780778077807781,0
-3.77997799779978,0
-3.7791779177917793,0
-3.7783778377837782,0
-3.7775777577757776,0
-3.7767776777677766,0
-3.775977597759776,0
-3.775177517751775,0
-3.7743774377437744,0
-3.7735773577357734,0
-3.772777277727773,0
-3.771977197719772,0
-3.771177117711771,0
-3.77037703770377,0
-3.7695769576957696,0
-3.7687768776877686,0
-3.767976797679768,0
-3.767176717671767,0
-3.7663766376637664,0
-3.7655765576557654,0
-3.764776477647765,0
-3.7639763976397638,0
-3.763176317631763,0
-3.762376237623762,0
-3.7615761576157616,0
-3.760776077607761,0
-3.75997599759976,0
-3.759175917591759,0
-3.7583758375837584,0
-3.757575757575758,0
-3.7567756775677568,0
-3.7559755975597557,0
-3.755175517551755,0
-3.7543754375437546,0
-3.7535753575357536,0
-3.752775277527753,0
-3.751975197519752,0
-3.7511751175117514,0
-3.7503750375037503,0
-3.7495749574957498,0
-3.7487748774877487,0
-3.747974797479748,0
-3.747174717471747,0
-3.7463746374637465,0
-3.7455745574557455,0
-3.744774477447745,0
-3.743974397439744,0
-3.7431743174317433,0
-3.7423742374237423,0
-3.7415741574157417,0
-3.7407740774077407,0
-3.73997399739974,0
-3.739173917391739,0
-3.7383738373837385,0
-3.7375737573757375,0
-3.736773677367737,0
-3.735973597359736,0
-3.7351735173517353,0
-3.7343734373437343,0
-3.7335733573357337,0
-3.7327732773277327,0
-3.731973197319732,0
-3.731173117311731,0
-3.7303730373037305,0
-3.7295729572957295,0
-3.728772877287729,0
-3.727972797279728,0
-3.7271727172717273,0
-3.7263726372637263,0
-3.7255725572557257,0
-3.7247724772477246,0
-3.723972397239724,0
-3.723172317231723,0
-3.7223722372237225,0
-3.7215721572157214,0
-3.720772077207721,0
-3.71997199719972,0
-3.7191719171917192,0
-3.718371837183718,0
-3.7175717571757176,0
-3.7167716771677166,0
-3.715971597159716,0
-3.715171517151715,0
-3.7143714371437144,0
-3.7135713571357134,0
-3.712771277127713,0
-3.711971197119712,0
-3.711171117111711,0
-3.71037103710371,0
-3.7095709570957096,0
-3.7087708770877086,0
-3.707970797079708,0
-3.707170717071707,0
-3.7063706370637064,0
-3.7055705570557054,0
-3.704770477047705,0
-3.703970397039704,0
-3.703170317031703,0
-3.702370237023702,0
-3.7015701570157016,0
-3.700770077007701,0
-3.6999699969997,0
-3.699169916991699,0
-3.6983698369836984,0
-3.697569756975698,0
-3.6967696769676968,0
-3.6959695969596957,0
-3.695169516951695,0
-3.6943694369436946,0
-3.6935693569356935,0
-3.6927692769276925,0
-3.691969196919692,0
-3.6911691169116914,0
-3.6903690369036903,0
-3.6895689568956893,0
-3.6887688768876887,0
-3.687968796879688,0
-3.687168716871687,0
-3.6863686368636865,0
-3.6855685568556855,0
-3.684768476847685,0
-3.683968396839684,0
-3.6831683168316833,0
-3.6823682368236823,0
-3.6815681568156817,0
-3.6807680768076807,0
-3.67996799679968,0
-3.679167916791679,0
-3.6783678367836785,0
-3.6775677567756775,0
-3.676767676767677,0
-3.675967596759676,0
-3.6751675167516753,0
-3.6743674367436743,0
-3.6735673567356737,0
-3.6727672767276727,0
-3.671967196719672,0
-3.671167116711671,0
-3.6703670367036705,0
-3.6695669566956695,0
-3.668766876687669,0
-3.667966796679668,0
-3.6671667166716673,0
-3.6663666366636662,0
-3.6655665566556657,0
-3.6647664766476646,0
-3.663966396639664,0
-3.663166316631663,0
-3.6623662366236625,0
-3.6615661566156614,0
-3.660766076607661,0
-3.65996599659966,0
-3.6591659165916592,0
-3.658365836583658,0
-3.6575657565756576,0
-3.6567656765676566,0
-3.655965596559656,0
-3.655165516551655,0
-3.6543654365436544,0
-3.6535653565356534,0
-3.652765276527653,0
-3.651965196519652,0
-3.651165116511651,0
-3.65036503650365,0
-3.6495649564956496,0
-3.6487648764876486,0
-3.647964796479648,0
-3.647164716471647,0
-3.6463646364636464,0
-3.6455645564556454,0
-3.644764476447645,0
-3.6439643964396438,0
-3.643164316431643,0
-3.642364236423642,0
-3.6415641564156416,0
-3.640764076407641,0
-3.63996399639964,0
-3.639163916391639,0
-3.6383638363836384,0
-3.637563756375638,0
-3.6367636763676368,0
-3.6359635963596357,0
-3.635163516351635,0
-3.6343634363436346,0
-3.6335633563356335,0
-3.6327632763276325,0
-3.631963196319632,0
-3.6311631163116314,0
-3.6303630363036303,0
-3.6295629562956293,0
-3.6287628762876287,0
-3.627962796279628,0
-3.627162716271627,0
-3.6263626362636265,0
-3.6255625562556255,0
-3.624762476247625,0
-3.623962396239624,0
-3.6231623162316233,0
-3.6223622362236223,0
-3.6215621562156217,0
-3.6207620762076207,0
-3.61996199619962,0
-3.619161916191619,0
-3.6183618361836185,0
-3.6175617561756175,0
-3.616761676167617,0
-3.615961596159616,0
-3.6151615161516153,0
-3.6143614361436143,0
-3.6135613561356137,0
-3.6127612761276127,0
-3.611961196119612,0
-3.611161116111611,0
-3.6103610361036105,0
-3.6095609560956095,0
-3.608760876087609,0
-3.607960796079608,0
-3.6071607160716073,0
-3.6063606360636062,0
-3.6055605560556057,0
-3.6047604760476046,0
-3.603960396039604,0
-3.603160316031603,0
-3.6023602360236024,0
-3.6015601560156014,0
-3.600760076007601,0
-3.5999599959996,0
-3.5991599159915992,0
-3.598359835983598,0
-3.5975597559755976,0
-3.5967596759675966,0
-3.595959595959596,0
-3.595159515951595,0
-3.5943594359435944,0
-3.5935593559355934,0
-3.592759275927593,0
-3.591959195919592,0
-3.591159115911591,0
-3.59035903590359,0
-3.5895589558955896,0
-3.5887588758875886,0
-3.587958795879588,0
-3.587158715871587,0
-3.5863586358635864,0
-3.5855585558555854,0
-3.584758475847585,0
-3.5839583958395838,0
-3.583158315831583,0
-3.582358235823582,0
-3.5815581558155816,0
-3.580758075807581,0
-3.57995799579958,0
-3.579157915791579,0
-3.5783578357835784,0
-3.5775577557755778,0
-3.5767576757675767,0
-3.5759575957595757,0
-3.575157515751575,0
-3.5743574357435746,0
-3.5735573557355735,0
-3.5727572757275725,0
-3.571957195719572,0
-3.5711571157115714,0
-3.5703570357035703,0
-3.5695569556955693,0
-3.5687568756875687,0
-3.567956795679568,0
-3.567156715671567,0
-3.5663566356635665,0
-3.5655565556555655,0
-3.564756475647565,0
-3.563956395639564,0
-3.5631563156315633,0
-3.5623562356235623,0
-3.5615561556155617,0
-3.5607560756075607,0
-3.55995599559956,0
-3.559155915591559,0
-3.5583558355835585,0
-3.5575557555755575,0
-3.556755675567557,0
-3.555955595559556,0
-3.5551555155515553,0
-3.5543554355435543,0
-3.5535553555355537,0
-3.5527552755275527,0
-3.551955195519552,0
-3.551155115511551,0
-3.5503550355035505,0
-3.5495549554955494,0
-3.548754875487549,0
-3.547954795479548,0
-3.5471547154715473,0
-3.5463546354635462,0
-3.5455545554555457,0
-3.5447544754475446,0
-3.543954395439544,0
-3.543154315431543,0
-3.5423542354235424,0
-3.5415541554155414,0
-3.540754075407541,0
-3.53995399539954,0
-3.5391539153915392,0
-3.538353835383538,0
-3.5375537553755376,0
-3.5367536753675366,1
-3.535953595359536,0
-3.535153515351535,0
-3.5343534353435344,0
-3.5335533553355334,0
-3.532753275327533,0
-3.531953195319532,0
-3.531153115311531,0
-3.53035303530353,0
-3.5295529552955296,0
-3.5287528752875286,0
-3.527952795279528,0
-3.527152715271527,0
-3.5263526352635264,0
-3.5255525552555254,0
-3.5247524752475248,0
-3.5239523952395237,0
-3.523152315231523,0
-3.522352235223522,0
-3.5215521552155216,0
-3.520752075207521,0
-3.51995199519952,0
-3.519151915191519,0
-3.5183518351835184,0
-3.5175517551755178,0
-3.5167516751675167,0
-3.5159515951595157,0
-3.515151515151515,0
-3.5143514351435146,0
-3.5135513551355135,0
-3.5127512751275125,0
-3.511951195119512,0
-3.5111511151115113,0
-3.5103510351035103,0
-3.5095509550955093,0
-3.5087508750875087,0
-3.507950795079508,0
-3.507150715071507,0
-3.5063506350635065,0
-3.5055505550555055,0
-3.504750475047505,0
-3.503950395039504,0
-3.5031503150315033,0
-3.5023502350235023,0
-3.5015501550155017,0
-3.5007500750075007,0
-3.4999499949994997,0
-3.499149914991499,0
-3.4983498349834985,0
-3.4975497549754975,0
-3.496749674967497,0
-3.495949594959496,0
-3.4951495149514953,0
-3.4943494349434943,0
-3.4935493549354937,0
-3.4927492749274927,0
-3.491949194919492,0
-3.491149114911491,0
-3.4903490349034905,0
-3.4895489548954894,0
-3.488748874887489,0
-3.487948794879488,0
-3.4871487148714873,0
-3.4863486348634862,0
-3.4855485548554856,0
-3.4847484748474846,0
-3.483948394839484,0
-3.483148314831483,0
-3.4823482348234824,0
-3.4815481548154814,0
-3.480748074807481,0
-3.47994799479948,0
-3.4791479147914792,0
-3.478347834783478,0
-3.4775477547754776,0
-3.4767476747674766,0
-3.475947594759476,0
-3.475147514751475,0
-3.4743474347434744,0
-3.4735473547354734,0
-3.472747274727473,0
-3.4719471947194718,0
-3.471147114711471,0
-3.47034703470347,0
-3.4695469546954696,0
-3.4687468746874686,0
-3.467946794679468,0
-3.4671467146714674,0
-3.4663466346634664,0
-3.4655465546554653,0
-3.4647464746474648,0
-3.463946394639464,0
-3.463146314631463,0
-3.462346234623462,0
-3.4615461546154616,0
-3.460746074607461,0
-3.45994599459946,0
-3.459145914591459,0
-3.4583458345834583,0
-3.4575457545754578,0
-3.4567456745674567,0
-3.4559455945594557,0
-3.455145514551455,0
-3.4543454345434546,0
-3.4535453545354535,0
-3.4527452745274525,0
-3.451945194519452,0
-3.4511451145114513,0
-3.4503450345034503,0
-3.4495449544954493,0
-3.4487448744874487,0
-3.447944794479448,0
-3.447144714471447,0
-3.446344634463446,0
-3.4455445544554455,0
-3.444744474447445,0
-3.443944394439444,0
-3.443144314431443,0
-3.4423442344234423,0
-3.4415441544154417,0
-3.4407440744074407,0
-3.4399439943994397,0
-3.439143914391439,0
-3.4383438343834385,0
-3.4375437543754375,0
-3.436743674367437,0
-3.435943594359436,0
-3.4351435143514353,0
-3.4343434343434343,0
-3.4335433543354337,0
-3.4327432743274326,0
-3.431943194319432,0
-3.431143114311431,0
-3.4303430343034305,0
-3.4295429542954294,0
-3.428742874287429,0
-3.427942794279428,0
-3.4271427142714272,0
-3.4263426342634262,0
-3.4255425542554256,0
-3.4247424742474246,0
-3.423942394239424,0
-3.423142314231423,0
-3.4223422342234224,0
-3.4215421542154214,0
-3.420742074207421,0
-3.41994199419942,0
-3.419141914191419,0
-3.418341834183418,0
-3.4175417541754176,0
-3.4167416741674166,0
-3.415941594159416,0
-3.415141514151415,0
-3.4143414341434144,0
-3.4135413541354134,0
-3.412741274127413,0
-3.4119411941194118,0
-3.411141114111411,0
-3.41034103410341,0
-3.4095409540954096,0
-3.4087408740874086,0
-3.407940794079408,0
-3.4071407140714074,0
-3.4063406340634064,0
-3.4055405540554053,0
-3.4047404740474048,0
-3.403940394039404,0
-3.403140314031403,0
-3.402340234023402,0
-3.4015401540154016,0
-3.400740074007401,0
-3.3999399939994,0
-3.399139913991399,0
-3.3983398339833983,0
-3.3975397539753978,0
-3.3967396739673967,0
-3.3959395939593957,0
-3.395139513951395,0
-3.3943394339433945,0
-3.3935393539353935,0
-3.3927392739273925,0
-3.391939193919392,0
-3.3911391139113913,0
-3.3903390339033903,0
-3.3895389538953893,0
-3.3887388738873887,0
-3.387938793879388,0
-3.387138713871387,0
-3.386338633863386,0
-3.3855385538553855,0
-3.384738473847385,0
-3.383938393839384,0
-3.383138313831383,0
-3.3823382338233823,0
-3.3815381538153817,0
-3.3807380738073807,0
-3.3799379937993796,0
-3.379137913791379,0
-3.3783378337833785,0
-3.3775377537753775,0
-3.376737673767377,0
-3.375937593759376,0
-3.3751375137513753,0
-3.3743374337433742,0
-3.3735373537353737,0
-3.3727372737273726,0
-3.371937193719372,0
-3.371137113711371,0
-3.3703370337033705,0
-3.3695369536953694,0
-3.368736873687369,0
-3.367936793679368,0
-3.3671367136713672,0
-3.366336633663366,0
-3.3655365536553656,0
-3.3647364736473646,0
-3.363936393639364,0
-3.363136313631363,0
